Name,Team,Season,Age,G,PA,AB,HR,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,xwOBA,wRC+,WAR,K%,BB%,Barrel%,HardHit%,EV,O-Swing%,Z-Contact%,Contact%,SwStr%,Spd
Cameron Cauley,TEX,2026,23.0,3.0,10.0,9.0,0.0,0.111111111,0.2,0.333333333,0.533333333,0.222222222,0.142857142,0.22951664328575133,0.17765380144119264,42.185480536815376,-0.07690396132744093,0.2,0.1,0.0,0.0,75.37142508370536,0.36842105,1.0,0.86666667,0.0625,5.14285714
Alek Thomas,ARI,2026,26.0,28.0,100.0,94.0,2.0,0.180851063,0.222222222,0.340425531,0.562647753,0.159574468,0.217391304,0.24604476762540411,0.29204724498630796,50.56597713799663,-0.07968940953947981,0.23,0.03,0.08333333,0.43055556,89.90882783777573,0.45454545,0.88571429,0.775,0.12747875,7.2357910914372425
Josh Lowe,LAA,2026,28.0,51.0,153.0,143.0,6.0,0.216783216,0.256578947,0.37062937,0.627208317,0.153846154,0.263157894,0.27416679968959407,0.28077138097662674,70.24824873832718,-0.08459968674443263,0.281045751,0.045751633,0.08823529,0.37254902,89.71111505681819,0.39766082,0.82191781,0.75492958,0.13765823,2.9586428902658755
Jake Meyers,HOU,2026,30.0,51.0,145.0,133.0,3.0,0.203007518,0.262068965,0.315789473,0.577858438,0.112781955,0.237623762,0.2584783471863845,0.25697837040342136,61.23978693149175,-0.09232894498345992,0.206896551,0.068965517,0.06730769,0.27884615,85.85096153846153,0.35526316,0.88679245,0.79775281,0.1026616,2.5660832299491805
Tyler Freeman,COL,2026,27.0,57.0,219.0,190.0,3.0,0.27368421,0.355140186,0.363157894,0.71829808,0.089473684,0.310126582,0.3270422000194264,0.31976572672526044,92.56283276451937,-0.09294210652692547,0.132420091,0.04109589,0.01204819,0.3373494,87.60192558092949,0.31460674,0.93478261,0.88378378,0.05569948,5.047443363589071
Ivan Johnson,CIN,2026,27.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,-100.0,-0.09774202634647021,0.25,0.0,0.0,0.0,86.43332926432292,0.5,1.0,0.66666667,0.16666667,0.14285714
Cody Freeman,TEX,2026,25.0,7.0,18.0,17.0,0.0,0.235294117,0.277777777,0.235294117,0.513071894,0.0,0.333333333,0.23687917325231764,0.1639187733332316,47.24192403222675,-0.10141103774404853,0.277777777,0.055555555,0.0,0.16666667,82.46666971842448,0.375,1.0,0.76666667,0.09722222,0.76785714
Daniel Johnson,HOU,2026,30.0,8.0,17.0,14.0,0.0,0.142857142,0.294117647,0.142857142,0.436974789,0.0,0.181818181,0.2300898047054515,0.3414447167340447,41.74308381126403,-0.10298364229601904,0.176470588,0.117647058,0.0,0.45454545,92.67999877929688,0.2972973,1.0,0.7826087,0.09433962,1.08035714
Petey Halpin,CLE,2026,24.0,28.0,56.0,53.0,0.0,0.16981132,0.185185185,0.226415094,0.411600279,0.056603774,0.243243243,0.18138312189667313,0.22813959474916812,8.905862418708256,-0.10413530234757983,0.285714285,0.017857142,0.07692308,0.28205128,87.75428292410714,0.4,0.87692308,0.74311927,0.14213198,9.08219669966848
Bryce Johnson,SDP,2026,30.0,32.0,49.0,45.0,0.0,0.177777777,0.229166666,0.222222222,0.451388888,0.044444445,0.296296296,0.20768365636467934,0.17247112592061362,29.406583173722943,-0.11029405307242429,0.367346938,0.061224489,0.0,0.07142857,79.1160009765625,0.42727273,0.81395349,0.68888889,0.14893617,6.706525370830897
James Outman,- - -,2026,29.0,65.0,114.0,103.0,3.0,0.165048543,0.245614035,0.310679611,0.556293646,0.145631068,0.269230769,0.2502756510910235,0.2242093337209601,54.4606427222257,-0.13272027034810782,0.421052631,0.087719298,0.05454545,0.29090909,86.3745450106534,0.31636364,0.73333333,0.60337553,0.20042644,8.26111225688618
Zach Dezenzo,HOU,2026,26.0,21.0,51.0,47.0,1.0,0.191489361,0.25490196,0.340425531,0.595327491,0.14893617,0.296296296,0.26387571353538364,0.24665676630460298,64.94659397902582,-0.13693317310510245,0.372549019,0.078431372,0.14285714,0.28571429,83.91785539899554,0.32173913,0.84615385,0.68539326,0.13461538,1.60119047125
Colby Thomas,ATH,2026,25.0,40.0,89.0,84.0,4.0,0.238095238,0.272727272,0.416666666,0.689393938,0.178571428,0.285714285,0.299528913741762,0.285183538090099,86.01339425633266,-0.13732288135334036,0.269662921,0.04494382,0.1147541,0.36065574,90.57666829427083,0.4375,0.87826087,0.70854271,0.17365269,3.165438326411037
Rikuu Nishida,CHW,2026,25.0,12.0,30.0,29.0,0.0,0.24137931,0.24137931,0.24137931,0.48275862,0.0,0.291666666,0.21508953283573018,0.24731034245984307,30.60267416884023,-0.14040177228815537,0.166666666,0.0,0.0,0.12,87.88695758322011,0.28888889,0.83333333,0.86046512,0.06185567,2.1964285649999997
Nick Yorke,PIT,2026,24.0,27.0,86.0,76.0,1.0,0.197368421,0.279069767,0.276315789,0.555385556,0.078947368,0.237288135,0.25572744635648503,0.30581086180930916,56.197814804463,-0.14143661428530038,0.197674418,0.081395348,0.05,0.48333333,89.2566650390625,0.32820513,0.91208791,0.83225806,0.0797546,1.0059523774999999
Trei Cruz,DET,2026,27.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09679999947547913,-100.0,-0.14157447895258934,0.6,0.0,0.0,0.5,96.69999694824219,0.125,0.625,0.55555556,0.19047619,0.14285714
Zach Cole,HOU,2026,25.0,19.0,53.0,51.0,3.0,0.156862745,0.188679245,0.352941176,0.541620421,0.196078431,0.185185185,0.23394679910731767,0.28875512896843675,44.39199313234211,-0.14868269809173196,0.396226415,0.018867924,0.16666667,0.5,92.46666666666667,0.30578512,0.70689655,0.57894737,0.1826484,0.5595238025
Jarred Kelenic,- - -,2026,26.0,26.0,69.0,61.0,1.0,0.213114754,0.304347826,0.295081967,0.599429793,0.081967213,0.342857142,0.27649649848108704,0.3462652676347373,73.01848084236596,-0.15163429464003342,0.36231884,0.115942028,0.22222222,0.5,93.79166666666667,0.31097561,0.81081081,0.656,0.15808824,1.4667937829178732
Dylan Carlson,CHC,2026,27.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06949999928474426,-100.0,-0.15170438404907513,0.5,0.0,0.0,0.0,84.44999694824219,0.09090909,0.8,0.66666667,0.1,0.14285714
Isaac Collins,KCR,2026,28.0,76.0,282.0,238.0,3.0,0.231092436,0.339285714,0.327731092,0.667016806,0.096638656,0.302325581,0.3065572551318577,0.31011856624058315,90.64162374487374,-0.15305992444587924,0.230496453,0.120567375,0.05649718,0.41242938,88.71608970905173,0.2266881,0.9028777,0.79713604,0.07834101,2.9236110877551775
Tyler Tolbert,KCR,2026,28.0,29.0,41.0,35.0,0.0,0.2,0.275,0.2,0.475,0.0,0.269230769,0.22588834017515183,0.3078037977218628,35.2397697399301,-0.1571832377086,0.243902439,0.097560975,0.03703704,0.33333333,84.89166768391927,0.34939759,0.85714286,0.69014085,0.15384615,6.800773694798854
Kevin Alcantara,CHC,2026,23.0,14.0,13.0,12.0,0.0,0.25,0.307692307,0.25,0.557692307,0.0,0.428571428,0.2594415316214928,0.28311830300551194,62.35421179337263,-0.1646244278485181,0.384615384,0.076923076,0.0,0.14285714,89.31428745814732,0.27272727,0.72727273,0.7,0.10344828,4.285714285714286
Will Benson,CIN,2026,28.0,51.0,114.0,96.0,3.0,0.1875,0.309734513,0.333333333,0.643067846,0.145833333,0.272727272,0.2906168784414019,0.2998307604308522,76.73321891925923,-0.17101956133203555,0.333333333,0.140350877,0.11864407,0.37288136,91.06852213541667,0.24642857,0.72592593,0.68627451,0.13559322,4.3172803210710216
Connor Joe,SEA,2026,33.0,21.0,45.0,39.0,1.0,0.179487179,0.288888888,0.307692307,0.596581195,0.128205128,0.260869565,0.27406174606747097,0.3371161778767904,77.94103208384362,-0.17602054616483637,0.333333333,0.133333333,0.08333333,0.45833333,92.52500406901042,0.25423729,0.8,0.75294118,0.1,4.003132006559255
Dylan Moore,PHI,2026,33.0,15.0,15.0,12.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.13989685773849486,0.23310759862263997,-21.59462909554715,-0.17837191283792256,0.4,0.2,0.0,0.33333333,91.2999979654948,0.28846154,0.77777778,0.6969697,0.12345679,7.0619652460748235
John Ingle,CLE,2026,24.0,4.0,14.0,11.0,0.0,0.09090909,0.285714285,0.09090909,0.376623375,0.0,0.25,0.2135384338242667,0.2276867117200579,30.989510101983207,-0.18027493926652702,0.5,0.214285714,0.0,0.75,95.6500015258789,0.23809524,0.86666667,0.8,0.07462687,1.08035714
Michael Helman,TEX,2026,30.0,15.0,35.0,30.0,1.0,0.166666666,0.235294117,0.3,0.535294117,0.133333334,0.166666666,0.23950357647503123,0.20036782937891343,49.04431351859726,-0.18030551636481115,0.171428571,0.028571428,0.0,0.07692308,82.89090798117898,0.44927536,0.84375,0.77777778,0.12389381,0.76785714
Kameron Misner,KCR,2026,28.0,14.0,35.0,33.0,0.0,0.272727272,0.294117647,0.303030303,0.59714795,0.030303031,0.45,0.26735563663875356,0.22519229440128102,63.71870869540197,-0.18051486941171985,0.371428571,0.028571428,0.0,0.19047619,80.47000122070312,0.32142857,0.78723404,0.68918919,0.15540541,3.982086596034717
C.J. Kayfus,CLE,2026,24.0,9.0,25.0,22.0,1.0,0.181818181,0.28,0.363636363,0.643636363,0.181818182,0.23076923,0.2888453197479248,0.3044223976135254,82.70882604603173,-0.18427873622831187,0.32,0.08,0.21428571,0.5,92.77857317243304,0.38235294,0.8125,0.63793103,0.19444444,2.64285714
Jesus Rodriguez,SFG,2026,24.0,14.0,43.0,39.0,2.0,0.23076923,0.302325581,0.384615384,0.686940965,0.153846154,0.21875,0.3060883311338203,0.32030460446379905,94.38914832645735,-0.1940417649134268,0.116279069,0.069767441,0.02941176,0.29411765,87.36969549005681,0.4,0.91666667,0.81944444,0.09027778,2.025572492312952
Johnathan Rodriguez,BAL,2026,26.0,5.0,11.0,7.0,0.0,0.0,0.272727272,0.0,0.272727272,0.0,0.0,0.19076844237067483,0.3300558220256459,15.61321177770506,-0.19617643315364441,0.363636363,0.272727272,0.0,0.5,89.0999984741211,0.28571429,0.9375,0.80769231,0.09090909,0.14285714
Sterlin Thompson,COL,2026,25.0,27.0,77.0,69.0,2.0,0.231884057,0.311688311,0.376811594,0.688499905,0.144927537,0.304347826,0.3083441636779092,0.2950407994257939,79.96132821655513,-0.20179616944865938,0.272727272,0.064935064,0.0625,0.4375,86.58957926432292,0.3556701,0.86206897,0.74358974,0.12820513,1.1625939775
Victor Scott II,STL,2026,25.0,61.0,184.0,155.0,2.0,0.193548387,0.275862068,0.258064516,0.533926584,0.064516129,0.254545454,0.2481703045724452,0.2731603134510129,55.11154189196853,-0.20967735130544551,0.239130434,0.086956521,0.00819672,0.23770492,86.65490004595588,0.27532468,0.88669951,0.7605178,0.10834553,5.1004481574925356
Kyler Fedko,MIN,2026,26.0,10.0,13.0,10.0,0.0,0.0,0.153846153,0.0,0.153846153,0.0,0.0,0.1076129674911499,0.19808275883014387,-43.71449004166378,-0.2100772325292799,0.307692307,0.153846153,0.0,0.28571429,85.18571254185268,0.35483871,0.61111111,0.65517241,0.18181818,5.0
Nick Morabito,NYM,2026,23.0,5.0,12.0,11.0,0.0,0.0,0.083333333,0.0,0.083333333,0.0,0.0,0.06086564064025879,0.17295700311660767,-69.97605277608382,-0.21610804339899153,0.75,0.0,0.0,0.5,86.80000305175781,0.45714286,0.8,0.33333333,0.26415094,0.0
Owen Caissie,MIA,2026,23.0,75.0,234.0,208.0,10.0,0.240384615,0.299145299,0.442307692,0.741452991,0.201923077,0.3539823,0.3190286167157002,0.30610558505733637,99.39868500098827,-0.22156865067440587,0.388888888,0.072649572,0.15447154,0.47154472,91.54297682076447,0.31873905,0.7962963,0.67035398,0.15266393,3.8832742383043026
Sam Haggerty,TEX,2026,32.0,36.0,47.0,44.0,0.0,0.159090909,0.212765957,0.181818181,0.394584138,0.022727272,0.25,0.18591049376954424,0.18218212939323264,12.237618581423819,-0.2405697268810705,0.340425531,0.042553191,0.0,0.07142857,83.39999624399039,0.34782609,0.81481481,0.70930233,0.1497006,5.629266716466775
Billy Cook,PIT,2026,27.0,48.0,30.0,30.0,0.0,0.166666666,0.166666666,0.2,0.366666666,0.033333334,0.263157894,0.16087555090586345,0.13179999987284344,-7.727432214660482,-0.27096288069349894,0.366666666,0.0,0.0,0.21052632,84.12940889246323,0.54545455,0.83333333,0.71666667,0.1827957,6.878504672897196
Tommy Pham,NYM,2026,38.0,9.0,14.0,13.0,0.0,0.0,0.071428571,0.0,0.071428571,0.0,0.0,0.04996316347803388,0.1371098586491176,-77.32375565966402,-0.2766649281924144,0.5,0.071428571,0.0,0.33333333,91.73333740234375,0.34375,0.875,0.7037037,0.13333333,2.64285714
Denzel Clarke,ATH,2026,26.0,22.0,60.0,53.0,0.0,0.16981132,0.228070175,0.188679245,0.41674942,0.018867925,0.310344827,0.1962902545928955,0.19287771838051931,15.111075501936448,-0.28426214170147485,0.4,0.066666666,0.03125,0.46875,91.89643205915179,0.25352113,0.8030303,0.6372549,0.15289256,5.01536578389271
Tyler O'Neill,BAL,2026,31.0,52.0,159.0,139.0,3.0,0.187050359,0.289308176,0.294964028,0.584272204,0.107913669,0.25,0.2699027492565179,0.29585316496075326,69.961126575181,-0.2903527423116288,0.276729559,0.113207547,0.07368421,0.42105263,89.25684621710526,0.30357143,0.83139535,0.71477663,0.1296875,3.2564356477628875
Jhostynxon Garcia,PIT,2026,23.0,13.0,37.0,35.0,0.0,0.2,0.243243243,0.228571428,0.471814671,0.028571428,0.28,0.21725159239124608,0.27434268750642476,30.267089252646915,-0.2987437078972619,0.27027027,0.027027027,0.04,0.32,84.55599609375,0.45679012,0.78378378,0.68918919,0.18110236,1.08035714
Noelvi Marte,CIN,2026,24.0,33.0,108.0,100.0,5.0,0.2,0.259259259,0.39,0.649259259,0.19,0.220588235,0.28411034687801645,0.2916757458838347,72.34815486280435,-0.3039053588411533,0.25,0.074074074,0.08219178,0.31506849,88.47222222222223,0.37735849,0.91588785,0.77294686,0.10981308,5.007215318154207
Jase Bowen,SDP,2026,25.0,21.0,36.0,34.0,0.0,0.117647058,0.166666666,0.147058823,0.313725489,0.029411765,0.210526315,0.1481708304749595,0.19643073763166155,-10.701967928315131,-0.31243194468634616,0.416666666,0.055555555,0.05263158,0.15789474,81.9588264016544,0.44871795,0.73913043,0.5862069,0.192,7.5
Rece Hinds,CIN,2026,25.0,12.0,36.0,33.0,0.0,0.121212121,0.166666666,0.212121212,0.378787878,0.090909091,0.25,0.16963150766160753,0.16132417847128475,-4.804632022526193,-0.3337278605317784,0.5,0.027777777,0.0,0.25,87.06428745814732,0.44444444,0.76315789,0.57317073,0.23648649,2.01785714
Tim Tawa,ARI,2026,27.0,33.0,76.0,64.0,1.0,0.171875,0.27027027,0.265625,0.53589527,0.09375,0.217391304,0.2481947670111785,0.2608197617204222,52.014964964477564,-0.3391922665134633,0.236842105,0.118421052,0.02040816,0.30612245,87.18912937330163,0.35204082,0.85365854,0.76821192,0.10869565,2.2824275181902633
Gabriel Rincones,PHI,2026,25.0,13.0,43.0,41.0,1.0,0.170731707,0.209302325,0.243902439,0.453204764,0.073170732,0.214285714,0.20449210322180458,0.17576920708944632,21.93920862234141,-0.35091478487291927,0.279069767,0.046511627,0.03448276,0.34482759,87.57931202855603,0.48958333,0.78571429,0.7184466,0.16959064,1.86160714
Austin Hays,CHW,2026,30.0,12.0,44.0,43.0,1.0,0.232558139,0.25,0.325581395,0.575581395,0.093023256,0.310344827,0.242750883102417,0.28293024107467296,49.59995571002697,-0.3538413599597239,0.295454545,0.022727272,0.03333333,0.5,86.97999674479166,0.41747573,0.8,0.64772727,0.18674699,1.8154761898809524
George Valera,CLE,2026,25.0,13.0,38.0,37.0,0.0,0.216216216,0.236842105,0.297297297,0.534139402,0.081081081,0.275862068,0.23528124784168444,0.19843520616230212,45.92205516591659,-0.36449865207193355,0.210526315,0.026315789,0.0,0.34482759,90.15862405711206,0.41269841,0.88095238,0.82352941,0.1,0.21230158375
Felix Reyes,PHI,2026,25.0,12.0,38.0,38.0,1.0,0.157894736,0.157894736,0.263157894,0.42105263,0.105263158,0.178571428,0.1808933458830181,0.23263158296283923,6.034872867537124,-0.3789646661453221,0.236842105,0.0,0.06896552,0.27586207,89.15517241379311,0.54054054,0.96551724,0.73913043,0.15254237,0.76785714
Greg Jones,MIL,2026,28.0,11.0,22.0,21.0,0.0,0.095238095,0.095238095,0.095238095,0.19047619,0.0,0.166666666,0.08486525785355341,0.1747619083949498,-56.33242901792558,-0.381539171710894,0.409090909,0.0,0.0,0.30769231,85.70000110973011,0.4,0.76,0.64102564,0.18918919,2.959379616607284
Thomas Saggese,STL,2026,24.0,32.0,82.0,76.0,1.0,0.184210526,0.243902439,0.276315789,0.520218228,0.092105263,0.265306122,0.23506063368262314,0.27380766519686073,46.27630516854892,-0.3831654035827619,0.31707317,0.073170731,0.1,0.38,88.85,0.40609137,0.8125,0.71022727,0.15644172,5.803052879079354
Christian Moore,LAA,2026,23.0,6.0,22.0,20.0,0.0,0.2,0.227272727,0.2,0.427272727,0.0,0.4,0.19381023266098715,0.20206991108981046,15.060909262562125,-0.3882046015824273,0.5,0.045454545,0.1,0.5,93.8800048828125,0.40740741,0.82352941,0.64285714,0.21505376,1.5971914124998496
Davis Schneider,TOR,2026,27.0,49.0,118.0,98.0,3.0,0.153061224,0.282051282,0.295918367,0.577969649,0.142857143,0.210526315,0.2673588374741057,0.2700403805436759,67.367275570489,-0.3902155014936981,0.330508474,0.152542372,0.1147541,0.45901639,88.96949483580508,0.23529412,0.8,0.72277228,0.10810811,4.142640085764367
Alejandro Osuna,TEX,2026,23.0,53.0,168.0,146.0,0.0,0.246575342,0.341317365,0.273972602,0.615289967,0.02739726,0.295081967,0.290227085530401,0.31099344889322916,83.8802406512756,-0.41526153883608063,0.142857142,0.083333333,0.0,0.30081301,87.63051178495763,0.35057471,0.93939394,0.88850174,0.05271829,3.705049427934435
Harrison Bader,SFG,2026,32.0,30.0,111.0,106.0,5.0,0.16981132,0.198198198,0.358490566,0.556688764,0.188679246,0.19117647,0.23851036381077123,0.2719743402154596,48.84511113402131,-0.42432033842836187,0.306306306,0.036036036,0.08219178,0.4109589,89.22192048373287,0.43137255,0.80701754,0.70089286,0.15914489,1.35609243375
Wenceel Perez,DET,2026,26.0,53.0,175.0,161.0,7.0,0.180124223,0.245714285,0.347826086,0.593540371,0.167701863,0.176,0.26239073038101196,0.27183159964425224,63.09470080363163,-0.4433395944893998,0.165714285,0.08,0.07575758,0.33333333,87.24090761126894,0.33246073,0.88950276,0.83441558,0.07810107,5.718958229202256
Will Brennan,SFG,2026,28.0,11.0,23.0,23.0,0.0,0.086956521,0.086956521,0.086956521,0.173913042,0.0,0.1,0.07748567021411398,0.1775909120386297,-59.67716209460006,-0.4478845300579588,0.130434782,0.0,0.0,0.25,82.93157637746711,0.52272727,0.96153846,0.93877551,0.03846154,0.14285714
Jerar Encarnacion,SFG,2026,28.0,17.0,35.0,34.0,0.0,0.176470588,0.2,0.205882352,0.405882352,0.029411764,0.23076923,0.18333817209516254,0.21015822546822685,11.661921833995457,-0.44807065147323394,0.228571428,0.028571428,0.07692308,0.34615385,87.50384051983173,0.46153846,0.97560976,0.81927711,0.09433962,0.4107142775
Andrew McCutchen,TEX,2026,39.0,37.0,83.0,73.0,1.0,0.191780821,0.277108433,0.260273972,0.537382405,0.068493151,0.25490196,0.2490220227873469,0.23720290861934065,55.58139875436401,-0.45311479531090565,0.26506024,0.108433734,0.05769231,0.28846154,87.06923264723558,0.23857868,0.76106195,0.69375,0.13764045,1.5064935025000001
Lourdes Gurriel Jr.,ARI,2026,32.0,37.0,153.0,141.0,2.0,0.219858156,0.267973856,0.319148936,0.587122792,0.09929078,0.256637168,0.2611778160325842,0.27717824699052795,60.76486513054019,-0.505303621935675,0.183006535,0.052287581,0.05217391,0.32173913,86.73391644021739,0.42814371,0.91034483,0.78472222,0.11252269,2.389391282453688
Matt Vierling,DET,2026,29.0,73.0,236.0,214.0,5.0,0.200934579,0.255319148,0.3317757,0.587094848,0.130841121,0.217142857,0.25861581361040153,0.3022228469196548,60.50216081572657,-0.5188538007873486,0.161016949,0.072033898,0.05524862,0.36464088,87.6636860597067,0.34482759,0.92277992,0.85081585,0.07150838,3.993007270254077
Blake Perkins,MIL,2026,29.0,52.0,100.0,88.0,1.0,0.159090909,0.252525252,0.261363636,0.513888888,0.102272727,0.2,0.23820264471901786,0.26423094007703996,47.00899906923953,-0.5254798369101741,0.22,0.1,0.04477612,0.34328358,86.7874984741211,0.29361702,0.85576923,0.80346821,0.08153477,5.619494094623424
Brenton Doyle,COL,2026,28.0,43.0,122.0,111.0,1.0,0.207207207,0.278688524,0.27027027,0.548958794,0.063063063,0.314285714,0.2526987238985593,0.24805812675411962,42.459194321566194,-0.5522768520157932,0.327868852,0.090163934,0.05633803,0.35211268,87.82686421408582,0.38039216,0.86821705,0.71681416,0.15058824,6.567299747977812
Luisangel Acuna,CHW,2026,24.0,60.0,150.0,138.0,1.0,0.217391304,0.256756756,0.253623188,0.510379944,0.036231884,0.258928571,0.2314703400070603,0.2718124905148068,41.85269640945454,-0.5726698070917521,0.18,0.046666666,0.04347826,0.37391304,89.30909090909091,0.35646688,0.9,0.76679842,0.11389961,6.4124999958333335
Tyrone Taylor,NYM,2026,32.0,46.0,109.0,102.0,3.0,0.205882352,0.228571428,0.333333333,0.561904761,0.127450981,0.225,0.24537514675231206,0.25193919227236794,54.37376331936442,-0.5793044707457425,0.174311926,0.027522935,0.05747126,0.28735632,85.74096385542168,0.40444444,0.87704918,0.78873239,0.1142132,2.026912939062351
Jordan Beck,COL,2026,25.0,30.0,88.0,82.0,1.0,0.182926829,0.227272727,0.304878048,0.532150775,0.121951219,0.233333333,0.23385334489020435,0.2547924574031386,29.75838847520079,-0.6573563831313448,0.25,0.056818181,0.03278689,0.26229508,85.26610500529661,0.4375,0.82608696,0.72131148,0.15,6.094144319690586
Otto Kemp,PHI,2026,26.0,13.0,27.0,25.0,0.0,0.08,0.148148148,0.08,0.228148148,0.0,0.133333333,0.11896453301111858,0.205408219937925,-35.70192787460667,-0.7075088737166559,0.37037037,0.037037037,0.0,0.13333333,81.52000325520834,0.375,0.89285714,0.63793103,0.175,0.14285714
TJ Friedl,CIN,2026,30.0,50.0,186.0,163.0,2.0,0.171779141,0.252747252,0.245398773,0.498146025,0.073619632,0.220338983,0.23188434262852092,0.246593562039462,37.15054276860222,-0.7852605229789013,0.236559139,0.075268817,0.02419355,0.29032258,87.93270845502336,0.30864198,0.89265537,0.75165563,0.10806916,4.911116248290794
Nick Castellanos,SDP,2026,34.0,39.0,122.0,115.0,4.0,0.191304347,0.221311475,0.339130434,0.560441909,0.147826087,0.227848101,0.23869748598287913,0.28511696807609116,50.30829220055543,-0.834138946563375,0.278688524,0.040983606,0.08433735,0.37349398,87.68915897966868,0.42307692,0.78145695,0.68014706,0.18238994,3.736245842966105
Matt Wallner,MIN,2026,28.0,34.0,135.0,120.0,4.0,0.166666666,0.259259259,0.291666666,0.550925925,0.125,0.253968253,0.25338806355441057,0.28125777067961516,56.40103269702453,-0.8395025275376198,0.392592592,0.074074074,0.10447761,0.40298507,88.39253439832089,0.3445122,0.72777778,0.58703072,0.21530249,2.5235404784711806
Rob Refsnyder,SEA,2026,35.0,49.0,119.0,105.0,3.0,0.133333333,0.20338983,0.219047619,0.422437449,0.085714286,0.150684931,0.19519095097557973,0.24897622654580662,23.774092101077102,-1.0758075644478893,0.268907563,0.058823529,0.06493506,0.33766234,86.08133463541667,0.23897059,0.85517241,0.75714286,0.10691824,1.2539682462500001
Lawrence Butler,ATH,2026,25.0,79.0,240.0,214.0,5.0,0.196261682,0.283333333,0.29906542,0.582398753,0.102803738,0.256944444,0.2648181857923085,0.3075462051584751,62.17473616488548,-1.0864724508116488,0.270833333,0.108333333,0.06711409,0.44295302,88.78069100215517,0.26860254,0.81666667,0.72991071,0.12309257,4.23855648254771
