playerid,Name,Age,IP,ERA,FIP,GS
18525,"<a href=""statss.aspx?playerid=18525&position=P"">Dylan Cease</a>",29.0,91.1,4.53284692042765,3.2774720910704573,17.0
17277,"<a href=""statss.aspx?playerid=17277&position=P"">Ranger Suarez</a>",29.0,72.0,2.0000000529819077,2.9268029793545054,11.0
15454,"<a href=""statss.aspx?playerid=15454&position=P"">Nick Pivetta</a>",32.0,91.0,3.3626373978775925,3.3109604958735894,16.0
17594,"<a href=""statss.aspx?playerid=17594&position=P"">Mitch Keller</a>",29.0,99.1,3.895973241639018,3.3767470618743234,17.0
22100,"<a href=""statss.aspx?playerid=22100&position=P"">Jose Soriano</a>",26.0,97.0,3.9896908785511638,3.392868287105441,17.0
21390,"<a href=""statss.aspx?playerid=21390&position=P"">Joe Ryan</a>",29.0,91.1,2.8576642435229234,3.266523179977956,15.0
30113,"<a href=""statss.aspx?playerid=30113&position=P"">Chad Patrick</a>",26.0,89.2,3.5130113267797825,3.4697088255191475,17.0
30182,"<a href=""statss.aspx?playerid=30182&position=P"">Will Warren</a>",26.0,80.1,4.369294830578819,2.923518050059095,17.0
16137,"<a href=""statss.aspx?playerid=16137&position=P"">Carlos Rodon</a>",32.0,106.2,2.953125044004992,3.566386324632913,18.0
11156,"<a href=""statss.aspx?playerid=11156&position=P"">Merrill Kelly</a>",36.0,98.0,3.489795986288343,3.380034282156847,17.0
29911,"<a href=""statss.aspx?playerid=29911&position=P"">Andrew Abbott</a>",26.0,80.1,1.7925311487052435,3.5583728394288587,14.0
20302,"<a href=""statss.aspx?playerid=20302&position=P"">David Peterson</a>",29.0,95.1,3.3041959143750623,3.4078636000282208,16.0
30279,"<a href=""statss.aspx?playerid=30279&position=P"">Bryan Woo</a>",25.0,101.1,2.9309210894097917,3.6285573770299844,16.0
15440,"<a href=""statss.aspx?playerid=15440&position=P"">Matthew Boyd</a>",34.0,91.2,2.650909109295301,3.615136321535977,16.0
14078,"<a href=""statss.aspx?playerid=14078&position=P"">Michael Wacha</a>",33.0,97.0,3.6185568077605574,3.9289507746101004,17.0
11486,"<a href=""statss.aspx?playerid=11486&position=P"">Robbie Ray</a>",33.0,98.1,2.745762720740893,3.3792041156059778,17.0
20633,"<a href=""statss.aspx?playerid=20633&position=P"">Yusei Kikuchi</a>",34.0,96.2,2.7931035217575473,3.9627225468756904,17.0
12304,"<a href=""statss.aspx?playerid=12304&position=P"">Chris Bassitt</a>",36.0,94.1,4.293286363759609,3.69697379297039,17.0
31838,"<a href=""statss.aspx?playerid=31838&position=P"">Kodai Senga</a>",32.0,73.2,1.4660633990279461,3.243733607023672,13.0
16358,"<a href=""statss.aspx?playerid=16358&position=P"">Tyler Mahle</a>",30.0,77.0,2.337662395568015,3.4078635976897225,14.0
21846,"<a href=""statss.aspx?playerid=21846&position=P"">Cole Ragans</a>",27.0,48.2,5.178082259427453,2.4570541175674783,10.0
25385,"<a href=""statss.aspx?playerid=25385&position=P"">Drew Rasmussen</a>",29.0,87.1,2.7824427886037286,3.6389531194354454,17.0
18679,"<a href=""statss.aspx?playerid=18679&position=P"">Freddy Peralta</a>",29.0,93.0,2.9032258362229237,3.9630933159444357,17.0
23974,"<a href=""statss.aspx?playerid=23974&position=P"">Randy Rodriguez</a>",25.0,36.2,0.7363637119753379,1.3078634033050227,0.0
17085,"<a href=""statss.aspx?playerid=17085&position=P"">Pablo Lopez</a>",29.0,60.2,2.818681392530331,3.036235216714495,11.0
22182,"<a href=""statss.aspx?playerid=22182&position=P"">Hunter Greene</a>",25.0,59.2,2.7150838278134715,3.453572075789849,11.0
14107,"<a href=""statss.aspx?playerid=14107&position=P"">Kevin Gausman</a>",34.0,94.0,4.212766085668303,3.7734342099747114,16.0
19350,"<a href=""statss.aspx?playerid=19350&position=P"">Dean Kremer</a>",29.0,97.0,4.268041446923789,3.9392600690764867,16.0
21318,"<a href=""statss.aspx?playerid=21318&position=P"">Tylor Megill</a>",29.0,68.1,3.9512197511526748,3.427819262736615,14.0
27867,"<a href=""statss.aspx?playerid=27867&position=P"">Cade Smith</a>",26.0,34.1,2.3592237467248194,1.3584369533893308,0.0
26221,"<a href=""statss.aspx?playerid=26221&position=P"">Ryan Pepiot</a>",27.0,96.1,3.3633218769986017,4.142056756690937,17.0
10233,"<a href=""statss.aspx?playerid=10233&position=P"">Aroldis Chapman</a>",37.0,34.0,1.3235295335778428,1.8410185520417854,0.0
14168,"<a href=""statss.aspx?playerid=14168&position=P"">Jose Berrios</a>",31.0,102.0,3.2647060044496574,4.125332433670497,17.0
19899,"<a href=""statss.aspx?playerid=19899&position=P"">Clarke Schmidt</a>",29.0,75.2,3.0925111171541295,3.7562817135326165,13.0
19853,"<a href=""statss.aspx?playerid=19853&position=P"">Michael King</a>",30.0,55.2,2.5868265098017367,3.2608848290999273,10.0
15890,"<a href=""statss.aspx?playerid=15890&position=P"">Luis Severino</a>",31.0,104.1,5.089457024079375,4.352388751461177,18.0
12730,"<a href=""statss.aspx?playerid=12730&position=P"">Nick Martinez</a>",34.0,94.0,4.117021443672239,4.262795938437426,16.0
16256,"<a href=""statss.aspx?playerid=16256&position=P"">Kyle Freeland</a>",32.0,77.2,5.56223194178739,3.894792995441639,15.0
26378,"<a href=""statss.aspx?playerid=26378&position=P"">Nick Lodolo</a>",27.0,94.2,3.517605763736454,4.106967340019861,17.0
30085,"<a href=""statss.aspx?playerid=30085&position=P"">Ben Casparius</a>",26.0,56.2,3.970588616047181,2.782195107891482,2.0
16977,"<a href=""statss.aspx?playerid=16977&position=P"">Trevor Williams</a>",33.0,79.2,5.648535812784514,3.9008267283842435,16.0
31687,"<a href=""statss.aspx?playerid=31687&position=P"">Shane Smith</a>",25.0,74.2,3.3750001149518187,3.8315649133555754,15.0
30115,"<a href=""statss.aspx?playerid=30115&position=P"">Robert Suarez</a>",34.0,34.2,3.8942310783444714,2.558213195489088,0.0
20492,"<a href=""statss.aspx?playerid=20492&position=P"">Casey Mize</a>",28.0,78.2,2.860169618662599,3.9232719464604813,14.0
14212,"<a href=""statss.aspx?playerid=14212&position=P"">Josh Hader</a>",31.0,37.2,1.6725664012363393,2.5510655114258434,0.0
24968,"<a href=""statss.aspx?playerid=24968&position=P"">Reese Olson</a>",25.0,48.2,2.958904264209918,2.9913006942521383,9.0
16609,"<a href=""statss.aspx?playerid=16609&position=P"">Bryan Abreu</a>",28.0,38.2,1.629310498452637,2.4109983188945043,0.0
20253,"<a href=""statss.aspx?playerid=20253&position=P"">Griffin Jax</a>",30.0,35.1,4.075471978842828,1.8898532135603676,0.0
20039,"<a href=""statss.aspx?playerid=20039&position=P"">Adrian Morejon</a>",26.0,36.2,1.963636831803867,2.1805906360799074,0.0
13361,"<a href=""statss.aspx?playerid=13361&position=P"">Steven Matz</a>",34.0,45.1,3.3750006737572336,2.693959759545711,2.0
13346,"<a href=""statss.aspx?playerid=13346&position=P"">Hoby Milner</a>",34.0,42.2,2.531250509790073,2.2445111388362062,0.0
21267,"<a href=""statss.aspx?playerid=21267&position=P"">Jake Bird</a>",29.0,47.0,2.680851346014233,2.6032213686007886,0.0
9803,"<a href=""statss.aspx?playerid=9803&position=P"">Miles Mikolas</a>",36.0,81.1,4.758196851493405,4.008087161762425,16.0
30249,"<a href=""statss.aspx?playerid=30249&position=P"">Jack Dreyer</a>",26.0,41.2,3.2400006033040216,2.5591362109527385,5.0
13164,"<a href=""statss.aspx?playerid=13164&position=P"">Eduardo Rodriguez</a>",32.0,72.0,5.125000271532285,4.024025254190707,14.0
19769,"<a href=""statss.aspx?playerid=19769&position=P"">Will Vest</a>",30.0,38.0,2.368421240237626,2.3982941545773038,0.0
12718,"<a href=""statss.aspx?playerid=12718&position=P"">Adrian Houser</a>",32.0,42.2,1.8984375282889236,3.275761320302263,7.0
25377,"<a href=""statss.aspx?playerid=25377&position=P"">Brady Singer</a>",28.0,85.2,4.307393028076654,4.279105198292186,16.0
15038,"<a href=""statss.aspx?playerid=15038&position=P"">German Marquez</a>",30.0,83.1,5.616000218250283,4.38313636670685,17.0
12447,"<a href=""statss.aspx?playerid=12447&position=P"">Seth Lugo</a>",35.0,88.2,2.740601641319472,4.2291213355236135,15.0
22543,"<a href=""statss.aspx?playerid=22543&position=P"">Taj Bradley</a>",24.0,92.0,4.7934783602482,4.41774504045007,17.0
21029,"<a href=""statss.aspx?playerid=21029&position=P"">Jhoan Duran</a>",27.0,37.1,1.6875000628642762,2.2512077138493094,0.0
20373,"<a href=""statss.aspx?playerid=20373&position=P"">Andres Munoz</a>",26.0,31.0,1.1612903605390674,2.360942744514076,0.0
15689,"<a href=""statss.aspx?playerid=15689&position=P"">Luis Castillo</a>",32.0,96.1,3.5501730220958785,4.1731986053693255,17.0
22250,"<a href=""statss.aspx?playerid=22250&position=P"">Logan Gilbert</a>",28.0,45.2,3.5474453789455307,3.1351363182067873,9.0
30076,"<a href=""statss.aspx?playerid=30076&position=P"">Landen Roupp</a>",26.0,81.1,3.430327962704548,3.7621855156904145,16.0
18064,"<a href=""statss.aspx?playerid=18064&position=P"">Phil Maton</a>",32.0,32.0,1.687500213738558,2.135136191546901,0.0
11861,"<a href=""statss.aspx?playerid=11861&position=P"">Jason Adam</a>",33.0,42.2,1.6875001441949402,2.807011290168882,0.0
23590,"<a href=""statss.aspx?playerid=23590&position=P"">Ben Brown</a>",25.0,79.1,6.126050665641058,4.143539719958402,14.0
17586,"<a href=""statss.aspx?playerid=17586&position=P"">Tanner Scott</a>",30.0,39.0,3.46153873134649,3.1094952905671835,0.0
17878,"<a href=""statss.aspx?playerid=17878&position=P"">Dennis Santana</a>",29.0,36.0,1.5000001663963185,2.4406917967270103,0.0
13649,"<a href=""statss.aspx?playerid=13649&position=P"">Clay Holmes</a>",32.0,88.0,2.9659091873356163,4.237409081316192,16.0
19867,"<a href=""statss.aspx?playerid=19867&position=P"">Griffin Canning</a>",29.0,76.1,3.7729259213162685,4.039066486855477,16.0
21574,"<a href=""statss.aspx?playerid=21574&position=P"">Brendon Little</a>",28.0,38.1,2.1130440543325943,2.4568752637296583,0.0
20099,"<a href=""statss.aspx?playerid=20099&position=P"">Chris Paddack</a>",29.0,90.0,4.700000099605986,4.5129141251834834,17.0
27646,"<a href=""statss.aspx?playerid=27646&position=P"">Luis L. Ortiz</a>",26.0,88.2,4.364661826267386,4.184008540022981,16.0
19569,"<a href=""statss.aspx?playerid=19569&position=P"">David Bednar</a>",30.0,28.2,2.8255816636422955,2.1235083151743606,0.0
23301,"<a href=""statss.aspx?playerid=23301&position=P"">Janson Junk</a>",29.0,31.1,3.734042704725984,2.0819447861045868,2.0
27498,"<a href=""statss.aspx?playerid=27498&position=P"">Spencer Strider</a>",26.0,49.0,3.8571429322134314,3.604524082444401,9.0
17998,"<a href=""statss.aspx?playerid=17998&position=P"">Pete Fairbanks</a>",31.0,32.0,2.5312502451706913,2.7601362818852033,0.0
30240,"<a href=""statss.aspx?playerid=30240&position=P"">Hunter Dobbins</a>",25.0,59.1,4.095505705747834,3.910417233698147,10.0
21032,"<a href=""statss.aspx?playerid=21032&position=P"">Emmanuel Clase</a>",27.0,35.2,3.2803739916680708,2.4622390891466703,0.0
25376,"<a href=""statss.aspx?playerid=25376&position=P"">Nick Mears</a>",28.0,34.1,2.097087773046173,2.5526119368050724,0.0
13580,"<a href=""statss.aspx?playerid=13580&position=P"">Steven Okert</a>",33.0,37.0,2.432432765504452,2.5945957036502425,0.0
20070,"<a href=""statss.aspx?playerid=20070&position=P"">Bailey Falter</a>",28.0,87.0,3.620689813929144,4.422492696492705,17.0
17677,"<a href=""statss.aspx?playerid=17677&position=P"">Jeffrey Springs</a>",32.0,92.0,4.1086957373556,4.624266783862124,15.0
16943,"<a href=""statss.aspx?playerid=16943&position=P"">Sean Newcomb</a>",32.0,58.2,3.52840936216066,3.5101363470354565,5.0
14710,"<a href=""statss.aspx?playerid=14710&position=P"">Edwin Diaz</a>",31.0,31.2,1.9894737896859866,2.4719783883114586,0.0
27636,"<a href=""statss.aspx?playerid=27636&position=P"">Mitchell Parker</a>",25.0,91.1,4.631386974152714,4.624187449376454,17.0
7048,"<a href=""statss.aspx?playerid=7048&position=P"">Fernando Cruz</a>",35.0,33.0,3.0000007423489414,2.4987725243751937,0.0
26440,"<a href=""statss.aspx?playerid=26440&position=P"">Ryan Gusto</a>",26.0,64.1,4.896373303476655,4.114410978902118,11.0
21487,"<a href=""statss.aspx?playerid=21487&position=P"">Stephen Kolek</a>",28.0,62.2,3.7340427615514225,3.9170512554547345,11.0
21345,"<a href=""statss.aspx?playerid=21345&position=P"">Bennett Sousa</a>",30.0,30.1,1.7802200297517348,1.7505207395109936,0.0
9323,"<a href=""statss.aspx?playerid=9323&position=P"">Patrick Corbin</a>",35.0,82.1,4.263158009958097,4.3618569991349005,15.0
15734,"<a href=""statss.aspx?playerid=15734&position=P"">Brad Keller</a>",29.0,37.2,1.911504661218172,2.49796809780073,1.0
15551,"<a href=""statss.aspx?playerid=15551&position=P"">Mark Leiter Jr.</a>",34.0,32.1,4.175258708175887,2.578435157116669,0.0
22264,"<a href=""statss.aspx?playerid=22264&position=P"">Shane Baz</a>",26.0,90.2,4.367647273214641,4.5689599179994715,16.0
16866,"<a href=""statss.aspx?playerid=16866&position=P"">Reed Garrett</a>",32.0,32.0,2.250000427477143,2.7913862528977793,0.0
17780,"<a href=""statss.aspx?playerid=17780&position=P"">Jose Alvarado</a>",30.0,20.0,2.7000002735853474,1.8851361915469043,0.0
25327,"<a href=""statss.aspx?playerid=25327&position=P"">Abner Uribe</a>",25.0,40.0,2.2500002279877895,2.960136300474404,0.0
15474,"<a href=""statss.aspx?playerid=15474&position=P"">Lucas Giolito</a>",30.0,58.2,3.988636536539101,4.0896818141306746,11.0
30055,"<a href=""statss.aspx?playerid=30055&position=P"">Cade Povich</a>",25.0,64.2,5.149484966421837,4.155754960200305,12.0
25977,"<a href=""statss.aspx?playerid=25977&position=P"">Quinn Priester</a>",24.0,78.0,3.3461538870659107,4.019751713638005,11.0
30134,"<a href=""statss.aspx?playerid=30134&position=P"">Tanner Bibee</a>",26.0,94.2,3.897887428656764,4.4766856500209045,16.0
17170,"<a href=""statss.aspx?playerid=17170&position=P"">Gabe Speier</a>",30.0,31.2,2.842105970191339,2.3772413928224303,0.0
27468,"<a href=""statss.aspx?playerid=27468&position=P"">Reid Detmers</a>",25.0,36.1,4.211009560016373,2.832383996898421,0.0
27691,"<a href=""statss.aspx?playerid=27691&position=P"">Louie Varland</a>",27.0,36.2,1.9636365110027014,2.9169544836509314,0.0
13293,"<a href=""statss.aspx?playerid=13293&position=P"">Danny Coulombe</a>",35.0,22.1,0.8059703478651139,1.6575240137874119,1.0
26253,"<a href=""statss.aspx?playerid=26253&position=P"">Ryne Nelson</a>",27.0,67.1,3.608911115780988,3.6103838725483164,8.0
21448,"<a href=""statss.aspx?playerid=21448&position=P"">Davis Martin</a>",28.0,80.2,3.7933885044970492,4.610342958844528,13.0
4301,"<a href=""statss.aspx?playerid=4301&position=P"">Justin Wilson</a>",37.0,26.1,2.392405747402905,2.6034905965616972,0.0
20191,"<a href=""statss.aspx?playerid=20191&position=P"">Garrett Whitlock</a>",29.0,41.0,3.512195461495618,2.940014348123698,0.0
19361,"<a href=""statss.aspx?playerid=19361&position=P"">Corbin Burnes</a>",30.0,64.1,2.658031140619607,3.943426489623276,11.0
14542,"<a href=""statss.aspx?playerid=14542&position=P"">Carlos Estevez</a>",32.0,34.2,2.07692317750592,3.538982491610716,0.0
27589,"<a href=""statss.aspx?playerid=27589&position=P"">Logan Allen</a>",26.0,78.0,4.269231030221538,4.4812902466550195,15.0
21690,"<a href=""statss.aspx?playerid=21690&position=P"">Edward Cabrera</a>",27.0,64.1,3.777202259182424,4.098866935775965,13.0
27552,"<a href=""statss.aspx?playerid=27552&position=P"">Graham Ashcraft</a>",27.0,34.1,4.194175163822464,2.902126586883317,0.0
12049,"<a href=""statss.aspx?playerid=12049&position=P"">Kyle Hendricks</a>",35.0,87.0,4.655172515851,4.928239805793838,16.0
19716,"<a href=""statss.aspx?playerid=19716&position=P"">Dustin May</a>",27.0,82.2,4.6814517029149245,4.731910542456839,15.0
13799,"<a href=""statss.aspx?playerid=13799&position=P"">Matt Strahm</a>",33.0,33.1,3.7800003942847664,3.285136333853008,0.0
15541,"<a href=""statss.aspx?playerid=15541&position=P"">Tyler Rogers</a>",34.0,40.1,1.7851240284968417,2.763235478936612,0.0
16944,"<a href=""statss.aspx?playerid=16944&position=P"">Grant Holmes</a>",29.0,90.0,3.700000196033064,4.3684697168844755,16.0
10078,"<a href=""statss.aspx?playerid=10078&position=P"">Caleb Thielbar</a>",38.0,31.0,2.0322587385574318,2.812555566054814,0.0
19618,"<a href=""statss.aspx?playerid=19618&position=P"">Jordan Hicks</a>",28.0,49.2,6.3422819641878325,3.5982235727347875,9.0
17722,"<a href=""statss.aspx?playerid=17722&position=P"">Trevor Megill</a>",31.0,29.2,2.7303373319056066,3.0677205816165256,0.0
15816,"<a href=""statss.aspx?playerid=15816&position=P"">Devin Williams</a>",30.0,30.1,4.747253291403413,2.6406307670189317,0.0
31972,"<a href=""statss.aspx?playerid=31972&position=P"">Brad Lord</a>",25.0,57.2,3.2774567919364794,3.7767548436123413,6.0
20794,"<a href=""statss.aspx?playerid=20794&position=P"">Manuel Rodriguez</a>",28.0,30.1,2.0769233088672974,3.0362352082607256,0.0
19349,"<a href=""statss.aspx?playerid=19349&position=P"">Caleb Ferguson</a>",28.0,36.0,2.7500007808624605,2.9962473898804003,0.0
31757,"<a href=""statss.aspx?playerid=31757&position=P"">Mason Miller</a>",26.0,30.2,4.695652736720674,3.1351363182067873,0.0
17735,"<a href=""statss.aspx?playerid=17735&position=P"">Tyler Alexander</a>",30.0,52.0,5.192308382698862,3.538982525750032,4.0
30146,"<a href=""statss.aspx?playerid=30146&position=P"">Jack Leiter</a>",25.0,71.1,4.289719759985836,4.57906159689483,14.0
31475,"<a href=""statss.aspx?playerid=31475&position=P"">Logan Henderson</a>",23.0,21.0,1.7142857142857142,3.08751727058774,4.0
25890,"<a href=""statss.aspx?playerid=25890&position=P"">Bryan King</a>",28.0,34.0,3.1764713483493803,3.0174892312308845,0.0
24494,"<a href=""statss.aspx?playerid=24494&position=P"">Simeon Woods Richardson</a>",24.0,58.1,4.628571680808568,4.369422099755739,11.0
27707,"<a href=""statss.aspx?playerid=27707&position=P"">Mitch Spence</a>",27.0,63.2,3.8167544382704586,4.014717587931667,5.0
15423,"<a href=""statss.aspx?playerid=15423&position=P"">Andrew Heaney</a>",34.0,93.0,4.161290450597285,4.662018085609408,17.0
23920,"<a href=""statss.aspx?playerid=23920&position=P"">Brayan Bello</a>",26.0,71.1,3.406542207884664,4.466912078490916,13.0
24609,"<a href=""statss.aspx?playerid=24609&position=P"">Braydon Fisher</a>",24.0,23.0,1.9565221701092939,2.1351360979287035,1.0
17479,"<a href=""statss.aspx?playerid=17479&position=P"">Jack Flaherty</a>",29.0,84.1,4.802371831139837,4.581776721661257,16.0
30184,"<a href=""statss.aspx?playerid=30184&position=P"">Noah Cameron</a>",25.0,51.2,2.7870969113797543,4.219007339298914,9.0
27914,"<a href=""statss.aspx?playerid=27914&position=P"">Daniel Palencia</a>",25.0,29.0,1.8620690918138931,2.8937569914901715,0.0
15009,"<a href=""statss.aspx?playerid=15009&position=P"">Kyle Finnegan</a>",33.0,31.0,2.612903479513864,3.425458927041661,0.0
18383,"<a href=""statss.aspx?playerid=18383&position=P"">Michael Soroka</a>",27.0,59.1,4.70224729178455,4.382327356171148,11.0
31776,"<a href=""statss.aspx?playerid=31776&position=P"">Orion Kerkering</a>",24.0,32.2,2.479592280874402,3.716769075448931,0.0
11423,"<a href=""statss.aspx?playerid=11423&position=P"">Jose Quintana</a>",36.0,60.0,3.300000104904178,4.468469693925647,11.0
22286,"<a href=""statss.aspx?playerid=22286&position=P"">Trevor Rogers</a>",27.0,22.0,2.045454634122616,3.044227223356893,4.0
19407,"<a href=""statss.aspx?playerid=19407&position=P"">Ronel Blanco</a>",31.0,48.1,4.09655183191107,4.273067382626529,9.0
11426,"<a href=""statss.aspx?playerid=11426&position=P"">Drew Pomeranz</a>",36.0,22.2,0.0,2.4733715319857676,2.0
16727,"<a href=""statss.aspx?playerid=16727&position=P"">Brock Stewart</a>",33.0,24.0,2.625000456348141,2.6351362312833313,0.0
21992,"<a href=""statss.aspx?playerid=21992&position=P"">Camilo Doval</a>",27.0,36.2,2.7000002772429057,3.053318127987305,0.0
16258,"<a href=""statss.aspx?playerid=16258&position=P"">Aaron Bummer</a>",31.0,32.1,3.061856552504217,2.6402908147717623,0.0
33829,"<a href=""statss.aspx?playerid=33829&position=P"">Shota Imanaga</a>",31.0,49.2,2.5369128328653896,4.3834585058072175,9.0
24017,"<a href=""statss.aspx?playerid=24017&position=P"">Jose A. Ferrer</a>",25.0,44.1,5.278196956484484,3.405813085205992,0.0
22210,"<a href=""statss.aspx?playerid=22210&position=P"">Jeremiah Estrada</a>",26.0,37.0,3.4054061542297376,3.3513525819674057,0.0
19677,"<a href=""statss.aspx?playerid=19677&position=P"">Gregory Soto</a>",30.0,30.0,3.3000010228160215,3.001802943547554,0.0
29960,"<a href=""statss.aspx?playerid=29960&position=P"">AJ Smith-Shawver</a>",22.0,44.1,3.8571430507459237,3.902053649934047,9.0
19312,"<a href=""statss.aspx?playerid=19312&position=P"">Cal Quantrill</a>",30.0,73.0,5.424657746850278,4.628287061658,16.0
29878,"<a href=""statss.aspx?playerid=29878&position=P"">Sean Burke</a>",25.0,81.0,4.222222371356483,4.900568479329527,14.0
25098,"<a href=""statss.aspx?playerid=25098&position=P"">Jacob Lopez</a>",27.0,46.1,3.8848923528720904,4.300604024068414,8.0
31312,"<a href=""statss.aspx?playerid=31312&position=P"">Colton Gordon</a>",26.0,40.2,3.9836066196567756,4.266283876874761,8.0
31827,"<a href=""statss.aspx?playerid=31827&position=P"">Zebby Matthews</a>",25.0,19.0,5.2105263157894735,3.1351363182067873,4.0
16990,"<a href=""statss.aspx?playerid=16990&position=P"">Tanner Banks</a>",33.0,37.0,3.4054056796999945,3.351352551838533,1.0
27668,"<a href=""statss.aspx?playerid=27668&position=P"">Brandon Eisert</a>",27.0,35.1,4.330189711642961,3.389853360068138,2.0
11836,"<a href=""statss.aspx?playerid=11836&position=P"">Taijuan Walker</a>",32.0,51.2,3.8322581846210424,4.489975070345539,8.0
19360,"<a href=""statss.aspx?playerid=19360&position=P"">Lucas Erceg</a>",30.0,30.2,2.054348208073647,3.396005931930425,0.0
23313,"<a href=""statss.aspx?playerid=23313&position=P"">Jose Butto</a>",27.0,43.2,2.473282818047973,3.38704475337834,0.0
11847,"<a href=""statss.aspx?playerid=11847&position=P"">Chris Martin</a>",39.0,27.0,2.333333773745514,3.2462474502899075,0.0
10197,"<a href=""statss.aspx?playerid=10197&position=P"">Shelby Miller</a>",34.0,34.1,2.0970875254809225,3.222514965101826,0.0
27626,"<a href=""statss.aspx?playerid=27626&position=P"">Eric Orze</a>",27.0,36.2,2.454545628778218,3.5169545271278433,0.0
23899,"<a href=""statss.aspx?playerid=23899&position=P"">Valente Bellozo</a>",25.0,43.2,3.7099238801868166,3.9824646118297022,5.0
31204,"<a href=""statss.aspx?playerid=31204&position=P"">Justin Wrobleski</a>",24.0,35.1,4.075471734779931,3.4464570757246986,2.0
27474,"<a href=""statss.aspx?playerid=27474&position=P"">Max Meyer</a>",26.0,64.2,4.731958879194527,4.465033258111132,12.0
14843,"<a href=""statss.aspx?playerid=14843&position=P"">Michael Lorenzen</a>",33.0,88.0,4.909091175095123,4.8624091390735895,16.0
31843,"<a href=""statss.aspx?playerid=31843&position=P"">Kumar Rocker</a>",25.0,39.2,6.126050665641058,4.118329634914612,9.0
19249,"<a href=""statss.aspx?playerid=19249&position=P"">Seranthony Dominguez</a>",30.0,34.1,3.1456317442147435,3.3972722968913494,0.0
26056,"<a href=""statss.aspx?playerid=26056&position=P"">Brandon Walter</a>",28.0,29.2,3.3370787232019388,3.708170038352575,5.0
8700,"<a href=""statss.aspx?playerid=8700&position=P"">Justin Verlander</a>",42.0,67.2,4.256157795428114,4.435628977920933,13.0
19996,"<a href=""statss.aspx?playerid=19996&position=P"">Dylan Lee</a>",30.0,37.2,1.6725666248833295,3.4537204372321835,0.0
19804,"<a href=""statss.aspx?playerid=19804&position=P"">Bryan Baker</a>",30.0,36.1,2.724771126448898,3.410365724918797,0.0
25648,"<a href=""statss.aspx?playerid=25648&position=P"">Justin Slaten</a>",27.0,23.1,3.4714290621086734,3.220850616036631,0.0
29869,"<a href=""statss.aspx?playerid=29869&position=P"">Michael McGreevy</a>",24.0,21.1,4.21875025145711,3.4163863349705945,3.0
23363,"<a href=""statss.aspx?playerid=23363&position=P"">Robert Garcia</a>",29.0,33.1,2.9700008594604834,3.3751363876581393,0.0
15823,"<a href=""statss.aspx?playerid=15823&position=P"">Zack Littell</a>",29.0,104.2,3.6114649900902,5.151059897331211,17.0
